Date,Merchant,Amount,Type,Fraudulent
2023-07-09,Cinemaplex,"29,353",Transfer,False
2024-07-29,Cinemaplex,"2,669",Transfer,False
2023-08-19,Uber,"5,474",Transfer,False
2024-12-07,Amazon India,"42,943",ATM,False
2023-02-21,Corner Grocery,411,Online,False
2024-04-20,Hotel Taj,"2,986",Online,False
2024-01-25,Designer Boutique,"4,847",Contactless,False
2024-11-07,BookShop,"4,026",Contactless,False
2023-09-01,SBI ATM,"32,863",Transfer,False
2024-02-04,Gold Loan,"3,015",Transfer,False
2023-08-22,Uber,"9,849",Transfer,False
2023-03-28,Myntra,"2,133",Online,False
2023-08-08,Luxury Outlet,"4,314",Online,False
2024-11-10,Pharmacy Plus,"4,553",Online,False
2023-11-28,Amazon India,"4,827",Contactless,False
2024-07-21,PhonePe,780,UPI,False
2023-04-23,Swiggy,251,POS,False
2023-06-28,Ola Cabs,"4,848",Contactless,False
2024-10-22,Unknown Merchant,"4,878",Transfer,False
2023-08-19,Gold Loan,"1,062",ATM,False
2024-12-07,Hotel Taj,444,Contactless,False
2024-03-24,Gold Loan,"10,797",ATM,True
2024-08-05,Unknown Merchant,"2,823",Transfer,False
2024-03-02,IRCTC,"45,568",Contactless,False
2023-03-22,Amazon India,"3,806",UPI,False
2024-10-16,Uber,"1,154",ATM,False
2024-11-26,BigBasket,"3,558",ATM,False
2023-03-29,Luxury Outlet,"2,642",Transfer,False
2024-05-10,Amazon India,"1,704",POS,False
2024-11-21,Myntra,311,UPI,False
2023-09-29,Designer Boutique,"3,275",ATM,False
2023-01-22,Zomato,"2,822",POS,False
2024-10-20,Uber,"4,857",Contactless,False
2024-04-14,Local POS Stall,"18,748",POS,False
2023-06-29,BookShop,131,ATM,False
2023-05-10,PhonePe,"2,253",ATM,False
2024-07-09,Uber,678,UPI,False
2024-09-16,Swiggy,"41,261",Transfer,False
2023-01-04,Suspicious Store,"2,361",Contactless,False
2023-04-04,Flipkart,"39,424",Contactless,False
2024-03-20,IRCTC,"38,383",UPI,False
2023-10-13,Flipkart,738,POS,False
2024-06-26,Gold Loan,"25,460",Online,False
2023-04-03,Local POS Stall,"1,618",Contactless,True
2023-12-06,Paytm Mall,"26,345",ATM,False
2024-05-15,Local POS Stall,"1,605",Online,False
2024-03-11,Axis Bank ATM,"15,111",Online,False
2023-12-23,Unknown Merchant,"1,790",POS,False
2024-06-01,Cinemaplex,"44,598",Online,False
2023-03-28,Uber,"3,491",ATM,False
2023-11-12,Jewellery House,"1,525",UPI,False
2024-06-05,Utility - Water,580,ATM,False
2023-05-25,Swiggy,"3,641",ATM,False
2024-10-05,Subscription - Spotify,"1,971",Online,False
2023-02-19,Recharge Portal,"30,370",Transfer,False
2024-01-13,IRCTC,"28,565",UPI,False
2024-07-04,BigBasket,"2,434",Transfer,False
2024-07-05,SBI ATM,"40,967",POS,False
2024-12-04,Ola Cabs,"24,388",Transfer,False
2023-07-04,Jewellery House,"2,254",ATM,False
2024-04-17,Hotel Taj,"3,282",UPI,False
2024-03-12,SBI ATM,"3,271",Online,True
2023-03-03,Corner Grocery,"4,193",POS,False
2024-02-15,Hotel Taj,"4,457",Online,False
2024-05-25,Amazon India,"217,270",Transfer,False
2023-04-03,Flipkart,"15,568",UPI,False
2023-05-21,Cinemaplex,"4,878",Transfer,False
2024-06-24,Jewellery House,"4,850",UPI,False
2024-09-27,Luxury Outlet,"1,923",Contactless,False
2023-11-25,Ola Cabs,"1,181",Contactless,False
2024-12-23,BookShop,"12,738",UPI,False
2024-04-15,Uber,"41,953",POS,False
2024-09-26,Unknown Merchant,"1,613",Transfer,False
2024-08-08,SBI ATM,"2,173",UPI,False
2023-08-26,Cinemaplex,"1,064",Contactless,False
2023-07-25,Ola Cabs,"4,226",ATM,False
2024-02-16,Paytm Mall,"21,053",ATM,False
2023-07-12,Designer Boutique,"25,576",POS,False
2024-04-08,Ola Cabs,"32,899",Transfer,False
2024-05-26,Axis Bank ATM,"1,261",ATM,False
2023-11-11,Ola Cabs,"1,263",Contactless,False
2024-02-29,Zomato,"1,166",Online,False
2024-04-05,Zomato,377,UPI,False
2023-09-29,Subscription - Netflix,"212,247",Contactless,False
2024-09-15,Uber,404,Contactless,False
2024-07-15,Subscription - Spotify,"37,257",UPI,False
2023-07-14,Myntra,294,Transfer,False
2024-10-12,Jewellery House,"10,797",UPI,False
2024-04-10,Utility - Water,"4,867",Online,False
2024-05-02,Flipkart,"28,321",POS,False
2023-10-23,SBI ATM,"20,516",Online,False
2023-08-13,Subscription - Spotify,"4,187",UPI,False
2023-09-26,PhonePe,"1,231",Contactless,False
2024-11-11,Gold Loan,"3,101",POS,False
2023-02-17,Unknown Merchant,"2,253",Contactless,False
2023-07-16,Local Electronics Store,"2,499",Online,False
2024-01-19,Pharmacy Plus,"3,125",UPI,False
2023-06-29,Hotel Taj,"3,827",Contactless,False
2023-05-07,Paytm Mall,735,Transfer,False
2024-03-09,SBI ATM,"3,052",ATM,False
2024-11-25,Corner Grocery,842,Transfer,False
2024-07-25,Flipkart,"1,036",ATM,False
2023-07-25,BigBasket,183,UPI,False
2023-04-10,Subscription - Spotify,"2,530",ATM,False
2023-03-17,Uber,"2,900",ATM,False
2024-03-02,Utility - Water,"24,676",Transfer,False
2023-10-13,Suspicious Store,"3,934",UPI,False
2023-06-24,Jewellery House,"42,599",Transfer,False
2024-01-25,Utility - Electricity,"3,580",Transfer,False
2024-03-24,Corner Grocery,106,ATM,False
2023-12-26,Pharmacy Plus,"4,107",Contactless,False
2023-12-29,Corner Grocery,"35,700",ATM,False
2023-05-30,BookShop,"4,294",UPI,False
2024-10-02,Flipkart,"23,472",Contactless,False
2024-06-01,Pharmacy Plus,822,Transfer,False
2024-07-03,Myntra,"1,677",Contactless,False
2023-03-13,Luxury Outlet,"45,188",POS,False
2023-04-04,Luxury Outlet,"2,433",Contactless,False
2024-12-11,Subscription - Spotify,"1,062",Online,False
2024-10-24,Utility - Electricity,"4,757",Transfer,False
2023-03-15,Utility - Electricity,"45,846",Contactless,False
2024-04-27,Unknown Merchant,"2,919",Transfer,False
2023-04-03,Paytm Mall,65,ATM,False
2023-11-12,Cinemaplex,"1,810",Contactless,False
2023-12-29,Unknown Merchant,"34,535",ATM,False
2024-12-15,Hotel Taj,253,UPI,False
2023-12-23,Amazon India,"20,595",ATM,False
2024-09-11,Axis Bank ATM,477,POS,False
2023-01-29,Hotel Taj,"3,092",Contactless,False
2024-04-18,Jewellery House,982,ATM,False
2023-07-31,Luxury Outlet,"4,775",Transfer,False
2024-10-05,Myntra,"4,666",ATM,False
2024-06-21,Corner Grocery,"1,846",Contactless,False
2023-08-05,Zomato,"16,546",Online,False
2024-08-03,Local POS Stall,"2,173",UPI,False
2023-08-17,Corner Grocery,"2,214",POS,False
2023-09-10,Amazon India,"1,336",Transfer,False
2023-10-09,BigBasket,"43,033",Contactless,False
2023-09-13,Utility - Electricity,"129,126",Contactless,False
2024-06-15,Jewellery House,"1,014",Contactless,False
2023-12-24,BigBasket,"2,151",Online,False
2023-02-08,Jewellery House,"3,816",ATM,False
2024-04-08,Unknown Merchant,"1,220",Online,False
2023-09-16,Ola Cabs,"3,557",Online,False
2023-04-17,Local Electronics Store,"47,700",Online,False
2024-06-08,Unknown Merchant,"46,377",Transfer,False
2023-04-19,Pharmacy Plus,"2,456",Online,False
2023-12-22,Utility - Water,"2,735",Online,False
2024-08-11,PhonePe,"2,550",UPI,False
2023-09-25,Local Electronics Store,"3,408",Contactless,False
2024-04-05,Designer Boutique,"2,923",Contactless,False
2023-08-13,Suspicious Store,"3,656",ATM,False
2023-09-01,Uber,"4,505",ATM,True
2024-06-16,Myntra,"2,474",Transfer,False
2024-11-05,Recharge Portal,276,Transfer,False
2024-02-09,Cinemaplex,"215,738",Contactless,False
2024-08-31,Uber,"2,623",ATM,False
2023-02-13,Flipkart,"2,018",UPI,False
2024-02-19,Utility - Water,"3,773",POS,False
2023-11-19,Flipkart,"4,579",ATM,False
2024-06-07,Myntra,356,Online,False
2023-11-06,Axis Bank ATM,"4,597",Contactless,False
2023-10-29,Designer Boutique,70,POS,False
2023-10-15,Gold Loan,"3,851",Online,False
2023-02-12,Utility - Water,"4,677",POS,False
2024-03-05,BookShop,"4,806",UPI,False
2023-01-20,Myntra,"3,047",UPI,False
2024-04-10,BookShop,"3,480",POS,False
2024-02-17,Utility - Electricity,"16,920",Online,False
2024-03-29,Flipkart,"2,480",UPI,False
2024-01-24,Corner Grocery,"2,941",Online,False
2023-03-03,Jewellery House,927,Transfer,False
2024-04-25,Utility - Water,96,Contactless,False
2023-06-18,Luxury Outlet,893,Contactless,False
2023-08-31,Local Electronics Store,"1,417",UPI,False
2023-03-12,Unknown Merchant,935,UPI,False
2023-01-17,Suspicious Store,"36,111",POS,False
2023-02-14,Cinemaplex,499,POS,False
2023-11-21,Myntra,"3,899",POS,False
2023-10-30,Swiggy,"1,691",Online,False
2023-03-26,Recharge Portal,"59,646",POS,False
2023-08-14,Paytm Mall,954,UPI,False
2024-04-09,Flipkart,"3,050",Online,False
2023-04-02,Swiggy,"9,457",UPI,False
2023-09-22,Gold Loan,915,Online,False
2024-10-27,Pharmacy Plus,"1,997",Online,False
2024-03-05,Luxury Outlet,"4,981",ATM,False
2024-04-20,IRCTC,"1,497",Transfer,False
2023-09-29,Suspicious Store,"1,254",Contactless,False
2023-01-13,Utility - Electricity,"4,482",ATM,False
2023-02-04,Local Electronics Store,"3,422",Online,False
2024-01-14,Suspicious Store,"135,627",POS,True
2023-12-08,BookShop,"59,704",Transfer,False
2024-04-09,Utility - Electricity,"30,142",UPI,False
2024-09-22,Uber,"3,040",Online,False
2024-04-28,Suspicious Store,"1,547",UPI,False
2023-07-03,IRCTC,"2,133",ATM,False
2024-11-18,Luxury Outlet,"4,825",Online,False
2023-07-28,Uber,"4,731",Contactless,False
2024-06-02,Myntra,"2,065",UPI,False
2024-12-12,Swiggy,"4,068",Contactless,False
2023-04-03,Local POS Stall,"16,180",Online,False
2023-04-18,Axis Bank ATM,"13,631",Contactless,False
2023-02-24,Ola Cabs,"2,562",POS,False
2023-07-26,SBI ATM,"4,395",Contactless,False
2023-06-30,Myntra,"1,939",UPI,False
2024-11-30,IRCTC,"4,679",ATM,False
2024-01-08,Amazon India,534,Contactless,False
2023-03-22,Recharge Portal,"4,563",UPI,False
2024-08-05,Amazon India,569,POS,False
2024-02-10,Suspicious Store,696,ATM,False
2024-12-02,Axis Bank ATM,"40,228",Transfer,False
2023-03-13,Zomato,"2,281",ATM,False
2024-09-14,Luxury Outlet,"122,016",Transfer,False
2024-05-01,Unknown Merchant,"2,480",ATM,False
2023-06-11,Local POS Stall,"2,449",Transfer,False
2024-01-07,Jewellery House,"2,709",POS,False
2024-05-17,Recharge Portal,"4,961",Contactless,False
2023-04-20,Uber,"3,710",UPI,False
2024-12-23,Corner Grocery,189,Contactless,False
2024-01-29,Swiggy,"3,932",ATM,False
2024-08-21,BigBasket,"1,857",Contactless,False
2023-02-21,SBI ATM,"2,515",Transfer,False
2024-08-14,Suspicious Store,"2,521",Transfer,False
2023-07-26,Recharge Portal,"3,193",ATM,False
2023-08-09,Gold Loan,"4,438",ATM,False
2024-02-02,Utility - Water,"1,220",Online,False
2024-08-24,Axis Bank ATM,"10,306",Contactless,False
2023-11-03,Zomato,"2,965",Transfer,False
2024-11-02,SBI ATM,"2,679",Online,False
2023-03-26,Hotel Taj,"3,523",Contactless,False
2024-02-19,BookShop,800,UPI,False
2024-05-17,Uber,"1,668",POS,False
2024-04-06,Zomato,"4,857",Online,False
2023-10-05,Local Electronics Store,"38,072",UPI,False
2024-04-28,Ola Cabs,"274,699",Transfer,False
2024-08-08,Swiggy,"64,674",POS,False
2024-03-24,SBI ATM,"4,857",UPI,False
2024-05-03,BigBasket,"4,473",Transfer,False
2023-10-16,Suspicious Store,"3,301",Transfer,False
2024-05-05,BookShop,"3,826",ATM,False
2024-09-21,Local POS Stall,"4,271",ATM,False
2023-04-12,Recharge Portal,"3,254",POS,False
2023-10-28,Local Electronics Store,272,Online,False
2023-05-30,Local POS Stall,"1,232",Online,False
2023-05-18,Local Electronics Store,"3,216",ATM,False
2024-01-11,Amazon India,454,POS,False
2023-08-21,Amazon India,"38,827",Online,False
2023-09-25,Swiggy,"4,729",Transfer,False
2023-11-03,Local Electronics Store,"4,678",POS,False
2024-08-08,Utility - Water,"27,103",Online,False
2023-10-09,Utility - Water,"2,610",ATM,False
2023-02-12,Amazon India,"158,525",Contactless,False
2023-03-02,Pharmacy Plus,"49,838",POS,False
2023-08-12,Paytm Mall,"1,681",POS,False
2024-10-10,Cinemaplex,"4,044",ATM,False
2024-02-28,Zomato,"34,120",POS,False
2024-08-13,Recharge Portal,957,Transfer,False
2024-07-02,Designer Boutique,340,POS,False
2024-05-13,Paytm Mall,995,Transfer,False
2024-03-06,Subscription - Spotify,"2,073",ATM,False
2024-07-17,Ola Cabs,"26,191",Contactless,False
2024-05-03,BigBasket,"4,966",Transfer,False
2024-04-04,Hotel Taj,"1,304",UPI,False
2023-10-20,BookShop,"4,587",Online,False
2023-06-11,Amazon India,"3,447",ATM,False
2024-03-22,Amazon India,"3,828",POS,False
2023-05-06,Zomato,"1,522",UPI,False
2023-07-18,Pharmacy Plus,"3,241",POS,False
2023-11-02,Paytm Mall,"1,732",ATM,False
2023-05-10,Ola Cabs,"3,194",POS,False
2024-08-21,Cinemaplex,"3,494",ATM,False
2023-10-22,Local Electronics Store,31,Online,False
2024-07-17,Unknown Merchant,773,POS,False
2023-04-26,Myntra,"4,888",Online,False
2024-08-07,Paytm Mall,"271,933",Online,False
2023-05-17,Swiggy,705,Online,False
2024-07-19,Unknown Merchant,"2,596",UPI,False
2023-09-16,PhonePe,652,ATM,False
2024-06-01,Suspicious Store,"1,200",Online,False
2024-11-07,Utility - Electricity,910,ATM,False
2023-02-02,Local POS Stall,992,POS,False
2023-12-19,Local Electronics Store,"32,129",POS,False
2024-06-18,Pharmacy Plus,"40,619",Transfer,False
2023-04-02,Corner Grocery,"3,076",POS,False
2024-01-30,Uber,"2,059",Contactless,False
2024-07-30,Jewellery House,"2,478",Online,False
2024-10-11,Corner Grocery,"1,245",ATM,False
2023-07-10,BigBasket,"1,571",Contactless,False
2023-11-01,Utility - Electricity,"4,208",ATM,False
2024-07-06,Utility - Electricity,320,POS,False
2024-11-27,Utility - Water,"2,211",UPI,False
2023-06-08,Local Electronics Store,"1,095",UPI,False
2024-02-02,Jewellery House,"2,832",Online,False
2023-12-14,Designer Boutique,128,ATM,False
2024-12-06,Myntra,"2,889",POS,False
2023-08-06,BookShop,"1,526",ATM,False
2023-10-03,Ola Cabs,"2,955",UPI,False
2024-11-24,Utility - Water,"43,491",POS,False
2024-01-07,Utility - Electricity,"4,144",UPI,False
2023-01-22,BookShop,446,Contactless,False
2023-01-02,Designer Boutique,"10,016",ATM,False
2023-06-13,Subscription - Spotify,"2,195",Transfer,False
2023-06-28,Myntra,"1,548",Online,False
2024-09-03,Gold Loan,"44,168",POS,False
2023-05-08,Swiggy,"3,510",Transfer,False
2024-09-20,BookShop,"3,743",UPI,False
2023-08-24,Corner Grocery,"2,917",Contactless,False
2023-05-13,Gold Loan,"3,307",Online,False
2023-11-13,Uber,"3,310",UPI,False
2024-04-01,PhonePe,"4,740",UPI,False
2024-02-18,Axis Bank ATM,"1,109",Online,False
2023-03-01,Gold Loan,"45,241",Contactless,False
2024-08-23,Subscription - Spotify,850,ATM,True
2023-12-30,BookShop,"3,493",ATM,False
2023-10-30,Subscription - Netflix,357,UPI,False
2024-07-18,Uber,"2,351",Contactless,False
2024-05-15,Luxury Outlet,"3,022",UPI,False
2023-10-02,Cinemaplex,"2,662",UPI,False
2023-01-13,Designer Boutique,"1,514",Contactless,False
2024-01-30,Zomato,"2,737",Contactless,False
2024-04-05,Zomato,"3,387",POS,False
2023-03-28,Myntra,"2,021",ATM,False
2023-09-08,IRCTC,"2,078",UPI,False
2024-01-15,Pharmacy Plus,"1,421",Online,False
2024-05-22,SBI ATM,"46,112",UPI,False
2024-09-18,PhonePe,"114,108",Transfer,False
2024-10-11,PhonePe,"3,777",Contactless,False
2024-02-10,Unknown Merchant,428,UPI,False
2024-01-28,PhonePe,"9,064",ATM,False
2023-04-20,Gold Loan,"30,678",POS,False
2024-12-29,PhonePe,"1,330",POS,False
2023-11-27,BookShop,"3,731",Contactless,False
2024-05-19,BookShop,"2,810",UPI,False
2023-06-06,Local Electronics Store,"4,095",UPI,False
2023-04-25,Ola Cabs,"45,168",POS,False
2024-07-12,Unknown Merchant,"1,820",Contactless,False
2023-07-05,Swiggy,147,Contactless,False
2023-05-08,Utility - Electricity,"1,997",Transfer,False
2023-03-17,Subscription - Spotify,"4,390",ATM,False
2024-05-05,Amazon India,"215,514",POS,False
2024-12-19,SBI ATM,"1,357",ATM,False
2023-03-10,Pharmacy Plus,"12,309",ATM,False
2024-12-27,Flipkart,"1,663",Online,False
2024-01-21,Designer Boutique,"4,457",Transfer,False
2023-02-17,Swiggy,"39,045",UPI,False
2023-03-15,Gold Loan,"2,200",UPI,False
2024-04-13,Zomato,"24,736",Contactless,False
2023-08-02,Recharge Portal,148,POS,False
2023-01-23,SBI ATM,"45,015",UPI,False
2024-03-18,Hotel Taj,"3,571",Online,False
2024-09-06,Local POS Stall,"4,660",Transfer,False
2024-10-13,Subscription - Netflix,"1,032",Transfer,False
2024-11-18,Unknown Merchant,"2,403",POS,False
2023-09-06,Local POS Stall,"1,185",ATM,False
2024-12-07,Corner Grocery,649,UPI,False
2024-06-14,Designer Boutique,"2,914",UPI,False
2023-01-21,SBI ATM,"3,356",POS,False
2024-03-25,Swiggy,864,Transfer,False
2024-02-18,Paytm Mall,"278,873",Online,False
2024-02-23,Myntra,"2,486",Transfer,False
2023-06-06,Utility - Water,"1,235",POS,False
2023-12-04,Unknown Merchant,"3,591",Contactless,False
2023-07-02,Cinemaplex,"4,567",UPI,False
2024-08-17,Recharge Portal,"3,223",POS,False
2023-12-10,BookShop,"3,894",POS,False
2024-01-02,Cinemaplex,"41,897",Transfer,False
2023-12-13,Corner Grocery,"2,394",POS,False
2023-04-24,Paytm Mall,"3,375",Contactless,False
2023-07-16,BigBasket,"1,902",Online,False
2023-10-12,BigBasket,"3,480",POS,False
2024-08-10,Subscription - Netflix,"4,592",UPI,True
2023-02-25,Designer Boutique,"2,340",ATM,False
2024-11-10,SBI ATM,"1,746",ATM,False
2023-04-06,Jewellery House,"1,729",UPI,False
2024-10-15,PhonePe,"2,845",Online,False
2024-12-18,BigBasket,998,UPI,False
2024-03-19,Local POS Stall,"3,876",Contactless,False
2024-12-22,Gold Loan,"29,620",POS,False
2024-08-05,Swiggy,"4,100",Transfer,False
2023-04-03,Unknown Merchant,"75,419",POS,False
2023-05-24,Utility - Water,"12,417",ATM,False
2023-03-08,Local Electronics Store,"2,583",POS,False
2024-07-20,Unknown Merchant,"4,322",POS,False
2023-10-02,PhonePe,"12,959",POS,False
2024-11-28,Axis Bank ATM,"3,790",Contactless,False
2024-06-23,Myntra,"1,077",ATM,False
2024-10-15,Flipkart,"2,517",Contactless,False
2023-02-27,Designer Boutique,209,Transfer,False
2023-11-21,BookShop,"4,270",Online,False
2024-07-08,Suspicious Store,"5,478",POS,False
2023-05-30,IRCTC,"261,958",ATM,False
2023-07-21,Luxury Outlet,"19,273",UPI,False
2023-09-01,Swiggy,203,POS,False
2024-09-10,Subscription - Netflix,"3,574",Transfer,False
2023-12-24,Myntra,662,Online,False
2023-04-09,Flipkart,"2,612",POS,False
2023-06-09,Luxury Outlet,"33,274",Contactless,False
2023-12-24,Local POS Stall,"20,325",UPI,False
2024-08-06,Jewellery House,"3,841",Contactless,False
2024-08-20,Local Electronics Store,612,POS,True
2023-07-23,Gold Loan,"1,146",ATM,False
2024-05-05,Corner Grocery,"2,314",Transfer,False
2023-08-31,PhonePe,"38,225",POS,False
2024-03-03,Designer Boutique,"154,217",UPI,False
2023-10-12,Myntra,"3,678",Transfer,False
2023-01-26,Myntra,"10,108",ATM,False
2024-12-26,Flipkart,"2,576",ATM,False
2024-05-16,Local Electronics Store,"266,600",Transfer,False
2023-09-25,Myntra,"148,379",Online,False
2024-12-05,Hotel Taj,"3,818",Online,False
2024-11-04,Hotel Taj,106,ATM,False
2023-05-10,Utility - Water,"15,432",ATM,False
2024-12-11,Axis Bank ATM,"2,175",ATM,False
2024-05-18,Luxury Outlet,"2,827",UPI,False
2024-11-05,Cinemaplex,"4,385",ATM,False
2024-05-28,Utility - Water,"6,067",Transfer,False
2024-01-15,Corner Grocery,718,Transfer,False
2023-03-12,BookShop,"3,166",POS,False
2023-03-04,Luxury Outlet,"2,817",Online,False
2023-05-25,Swiggy,"3,477",Transfer,False
2024-10-10,Subscription - Spotify,"4,948",Transfer,False
2023-05-30,Suspicious Store,"230,622",UPI,True
2024-01-05,Flipkart,"2,626",Contactless,False
2023-09-12,Zomato,"3,232",ATM,False
2024-06-15,Zomato,"31,097",Online,False
2023-12-30,Myntra,"4,946",Transfer,False
2024-12-19,Gold Loan,"15,758",ATM,False
2024-05-16,Zomato,"1,129",UPI,False
2024-01-20,Cinemaplex,"2,114",UPI,False
2023-07-12,Uber,"2,073",POS,False
2024-10-25,BigBasket,"1,966",Online,False
2024-08-18,Flipkart,"7,331",ATM,False
2024-06-11,PhonePe,"2,378",Online,False
2023-01-28,Gold Loan,"4,184",UPI,False
2023-10-13,Recharge Portal,45,Online,False
2024-04-04,Corner Grocery,"2,066",Transfer,False
2023-12-19,Pharmacy Plus,"48,134",Online,False
2024-07-23,Paytm Mall,"11,558",POS,False
2024-10-22,Flipkart,"11,114",UPI,False
2024-07-20,Luxury Outlet,704,Contactless,False
2023-09-03,Swiggy,523,Contactless,False
2023-10-24,Myntra,"3,161",ATM,False
2023-04-06,Jewellery House,"3,603",Contactless,False
2023-11-12,PhonePe,"2,170",ATM,False
2023-02-08,Corner Grocery,"36,672",Transfer,False
2024-07-16,Local POS Stall,"3,845",Online,False
2024-08-12,Myntra,"3,899",Contactless,False
2023-02-19,Recharge Portal,"1,550",Online,False
2023-11-20,Local POS Stall,"25,204",UPI,False
2024-01-17,Zomato,"24,200",POS,False
2024-03-15,Ola Cabs,"3,612",Online,False
2023-02-20,Recharge Portal,"3,680",Transfer,False
2023-03-02,IRCTC,"3,661",Transfer,False
2024-11-15,Luxury Outlet,"4,253",Online,False
2024-08-13,Unknown Merchant,"3,648",POS,True
2024-09-30,Unknown Merchant,"2,527",UPI,False
2023-08-18,Zomato,"32,135",Transfer,False
2023-12-03,Amazon India,"2,092",Transfer,False
2023-10-14,Luxury Outlet,"1,840",Transfer,False
2023-08-17,SBI ATM,"23,247",POS,False
2024-03-04,Suspicious Store,"1,342",Contactless,False
